customer_id,borrower_type,borrower_age_or_company_age,gender_or_company_entity_type,education_or_company_size,income,employment_experience_or_years_in_business,home_ownership_or_business_premises,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_history_length_years,credit_score,previous_loan_defaults_on_file,loan_status
CUST00219,Individual,23,male,Associate,46204,0,RENT,23860,DEBTCONSOLIDATION,14.02,0.08,4,480,No,1
CUST00220,Individual,23,female,High School,54504,0,RENT,113200,EDUCATION,11.01,0.24,2,481,Yes,0
CUST00221,Individual,26,female,Associate,61733,3,MORTGAGE,58000,PERSONAL,6.76,0.13,4,481,Yes,0
CUST00222,Individual,22,female,High School,48032,0,RENT,60000,PERSONAL,16.07,0.21,2,481,No,1
CUST00223,Individual,25,male,High School,44253,4,MORTGAGE,113750,MEDICAL,13.22,0.31,3,481,No,1
CUST00224,Corporate,19,PLC,Medium Enterprise,107738,17,Leased Business Premises,178800,Staff Training & Capacity Building,13.26,0.07,17,431,Yes,1
CUST00225,Corporate,27,Private Limited Company,Large Corporate,30518,21,Owned Business Premises,60000,Healthcare Business Financing,11.81,0.05,19,470,Yes,1
CUST00226,Corporate,32,Share Company,Small Enterprise,994605,25,Pledged Business Asset,59200,Healthcare Business Financing,10.96,0.09,24,506,Yes,0
CUST00227,Individual,30,male,Associate,68007,3,MORTGAGE,60000,EDUCATION,7.04,0.15,8,481,Yes,0
CUST00228,Individual,23,male,High School,88355,0,MORTGAGE,112000,EDUCATION,16.37,0.14,3,481,Yes,0
CUST00229,Individual,34,male,Associate,61420,9,OWN,60000,EDUCATION,6.03,0.16,6,481,Yes,0
CUST00230,Individual,23,female,High School,41311,0,RENT,21000,PERSONAL,10.36,0.02,2,482,Yes,0
CUST00231,Individual,26,female,Master,222668,3,RENT,113500,VENTURE,5.99,0.06,3,482,Yes,0
CUST00232,Individual,24,male,High School,138777,1,RENT,23400,MEDICAL,12.21,0.02,4,482,No,1
CUST00233,Individual,29,male,High School,91053,8,MORTGAGE,23000,PERSONAL,9.45,0.03,10,482,Yes,0
CUST00234,Individual,25,male,High School,54024,3,RENT,60000,PERSONAL,10.47,0.19,4,482,Yes,0
CUST00235,Corporate,13,Private Limited Company,Small Enterprise,52460,12,Leased Business Premises,60000,Staff Training & Capacity Building,12.24,0.23,16,524,Yes,0
CUST00236,Individual,26,male,Master,52488,1,RENT,57000,MEDICAL,7.88,0.13,4,482,Yes,0
CUST00237,Individual,25,male,High School,106619,1,MORTGAGE,58487,DEBTCONSOLIDATION,14.65,0.08,5,482,No,1
CUST00238,Individual,25,female,High School,19819,1,RENT,23245,EDUCATION,12.1,0.16,4,482,No,1
CUST00239,Individual,22,male,Associate,39546,0,MORTGAGE,21700,EDUCATION,7.9,0.04,4,483,Yes,0
CUST00240,Individual,21,male,High School,45310,0,RENT,24000,MEDICAL,13.49,0.09,4,483,Yes,0
CUST00241,Individual,24,female,High School,68204,1,MORTGAGE,113000,VENTURE,8.94,0.19,3,483,Yes,0
CUST00242,Corporate,23,Share Company,Micro Enterprise,73105,19,Mortgaged Commercial Property,60000,Staff Training & Capacity Building,12.79,0.23,18,556,Yes,0
CUST00243,Individual,23,male,High School,81118,1,MORTGAGE,116000,PERSONAL,12.73,0.2,3,483,Yes,0
CUST00244,Individual,23,male,Associate,109017,1,RENT,60000,EDUCATION,12.69,0.09,4,483,Yes,0
CUST00245,Individual,25,male,High School,151125,1,MORTGAGE,58000,EDUCATION,13.8,0.05,3,483,Yes,0
CUST00246,Corporate,20,Private Limited Company,Micro Enterprise,51314,18,Leased Business Premises,58500,Working Capital,10.77,0.1,20,547,Yes,0
CUST00247,Corporate,27,PLC,Large Corporate,64959,20,Leased Business Premises,60000,Premises Improvement,9.47,0.05,20,553,Yes,0
CUST00248,Corporate,24,Share Company,Medium Enterprise,119693,23,Mortgaged Commercial Property,59000,Business Expansion,10.13,0.1,27,461,Yes,0
CUST00249,Individual,24,male,Associate,71778,1,MORTGAGE,59511,EDUCATION,7.08,0.13,4,483,Yes,0
CUST00250,Corporate,21,Sole Proprietor Business,Small Enterprise,64690,16,Owned Business Premises,60000,Premises Improvement,8.96,0.06,18,574,No,0
CUST00251,Individual,25,male,High School,75504,4,RENT,175000,MEDICAL,12.73,0.33,2,484,No,1
CUST00252,Individual,22,female,Master,28752,0,MORTGAGE,57000,EDUCATION,14.96,0.24,3,484,Yes,0
CUST00253,Corporate,21,Private Limited Company,Small Enterprise,22770,15,Leased Business Premises,22000,Staff Training & Capacity Building,13.08,0.18,16,472,Yes,1
CUST00254,Corporate,19,Private Limited Company,Small Enterprise,64510,12,Leased Business Premises,112000,Working Capital,10.55,0.1,12,550,Yes,0
CUST00255,Corporate,11,Private Limited Company,Micro Enterprise,40530,10,Mortgaged Commercial Property,25000,Debt Restructuring,12.71,0.06,10,478,Yes,1
CUST00256,Individual,23,female,High School,30638,0,RENT,56475,DEBTCONSOLIDATION,9.91,0.21,3,484,Yes,0
CUST00257,Corporate,16,Private Limited Company,Medium Enterprise,33402,9,Pledged Business Asset,25000,Business Expansion,8.93,0.06,7,521,Yes,0
CUST00258,Individual,29,male,High School,33175,7,RENT,57000,VENTURE,13.72,0.21,7,484,Yes,0
CUST00259,Individual,27,male,Associate,94652,4,MORTGAGE,56775,PERSONAL,10.59,0.07,5,484,No,1
CUST00260,Corporate,21,Share Company,Micro Enterprise,191739,16,Leased Business Premises,115000,Working Capital,9.82,0.08,15,536,Yes,0
CUST00261,Individual,22,female,High School,79378,0,MORTGAGE,60000,EDUCATION,6.43,0.13,3,484,Yes,0
CUST00262,Corporate,17,Private Limited Company,Small Enterprise,181101,13,Leased Business Premises,59785,Debt Restructuring,9.76,0.14,15,500,Yes,0
CUST00263,Individual,26,male,Bachelor,91555,4,RENT,117663,EDUCATION,16.84,0.19,7,484,No,1
CUST00264,Individual,22,female,Associate,49232,1,MORTGAGE,25400,PERSONAL,7.42,0.11,2,485,Yes,0
CUST00265,Individual,22,male,High School,65671,1,MORTGAGE,59000,PERSONAL,7.51,0.14,3,485,Yes,0
CUST00266,Individual,23,female,Bachelor,115361,0,MORTGAGE,58000,EDUCATION,13.22,0.07,2,485,Yes,0
CUST00267,Individual,30,male,Bachelor,92330,9,MORTGAGE,56250,HOMEIMPROVEMENT,7.88,0.07,10,485,Yes,0
CUST00268,Individual,27,female,Master,121054,6,MORTGAGE,60000,VENTURE,7.5,0.08,5,485,Yes,0
CUST00269,Corporate,14,Partnership,Micro Enterprise,30872,13,Mortgaged Commercial Property,24000,Healthcare Business Financing,10.74,0.09,14,521,Yes,0
CUST00270,Individual,23,male,High School,54339,0,RENT,57000,EDUCATION,8,0.13,2,486,Yes,0
CUST00271,Individual,25,male,High School,79126,1,MORTGAGE,57000,VENTURE,14.72,0.09,3,486,Yes,0
CUST00272,Individual,25,male,Bachelor,85133,3,MORTGAGE,111300,DEBTCONSOLIDATION,14.65,0.13,2,486,Yes,0
CUST00273,Corporate,13,PLC,Small Enterprise,60715,11,Owned Business Premises,60000,Working Capital,9.75,0.07,14,554,Yes,0
CUST00274,Individual,25,male,High School,87471,1,MORTGAGE,170000,DEBTCONSOLIDATION,11.83,0.23,4,486,Yes,0
CUST00275,Individual,23,male,High School,123061,1,OWN,115000,EDUCATION,8.94,0.12,3,486,Yes,0
CUST00276,Individual,25,male,Associate,49139,1,RENT,25925,VENTURE,11.11,0.12,3,486,Yes,0
CUST00277,Individual,28,male,High School,48122,5,RENT,59600,MEDICAL,7.49,0.2,8,486,Yes,0
CUST00278,Corporate,17,Private Limited Company,Medium Enterprise,111743,10,Mortgaged Commercial Property,117500,Business Expansion,10.02,0.08,11,537,Yes,0
CUST00279,Individual,24,female,High School,102960,0,MORTGAGE,24000,EDUCATION,7.31,0.04,4,486,Yes,0
CUST00280,Individual,26,male,Bachelor,72951,6,RENT,57000,EDUCATION,6.91,0.1,2,486,Yes,0
CUST00281,Individual,23,male,Bachelor,51471,0,RENT,58500,EDUCATION,11.96,0.17,4,486,Yes,0
CUST00282,Corporate,20,Private Limited Company,Small Enterprise,52304,16,Pledged Business Asset,118000,Debt Restructuring,14.29,0.13,18,468,Yes,1
CUST00283,Individual,22,male,High School,29768,2,RENT,58800,VENTURE,9.32,0.3,4,487,No,1
CUST00284,Individual,24,female,High School,120899,0,MORTGAGE,112000,VENTURE,12.18,0.1,3,487,Yes,0
CUST00285,Individual,27,female,Associate,44011,2,RENT,24500,VENTURE,7.49,0.1,5,487,Yes,0
CUST00286,Individual,33,male,High School,109021,13,MORTGAGE,24200,EDUCATION,8.94,0.04,6,487,Yes,0
CUST00287,Individual,28,female,Master,72426,6,MORTGAGE,56000,PERSONAL,10.99,0.08,9,487,Yes,0
CUST00288,Corporate,27,Share Company,Micro Enterprise,60964,26,Leased Business Premises,25000,Working Capital,8.77,0.13,27,495,Yes,0
CUST00289,Individual,42,male,Associate,121181,19,MORTGAGE,25000,EDUCATION,14.26,0.04,15,487,Yes,0
CUST00290,Corporate,23,Share Company,Small Enterprise,18474,20,Owned Business Premises,58000,Premises Improvement,13.66,0.1,22,437,Yes,1
CUST00291,Individual,38,female,High School,241072,19,MORTGAGE,170000,MEDICAL,11.48,0.08,11,487,Yes,0
CUST00292,Individual,24,male,Bachelor,70581,2,RENT,21467,DEBTCONSOLIDATION,8.75,0.02,4,487,Yes,0
CUST00293,Individual,30,female,Associate,45526,8,RENT,112000,EDUCATION,10.05,0.26,7,487,No,1
CUST00294,Corporate,15,Private Limited Company,Small Enterprise,40925,8,Pledged Business Asset,59000,Working Capital,13.93,0.12,10,441,Yes,1
CUST00295,Corporate,16,PLC,Micro Enterprise,44385,9,Leased Business Premises,112375,Staff Training & Capacity Building,10.18,0.12,8,500,Yes,0
CUST00296,Individual,23,male,Bachelor,130664,1,RENT,25000,EDUCATION,7.66,0.04,4,488,Yes,0
CUST00297,Individual,24,male,High School,110275,4,MORTGAGE,170000,HOMEIMPROVEMENT,16.32,0.18,4,488,Yes,0
CUST00298,Individual,26,male,High School,116156,5,MORTGAGE,111625,VENTURE,10,0.1,3,488,Yes,0
CUST00299,Individual,26,female,Associate,126897,2,MORTGAGE,174000,MEDICAL,15.21,0.19,4,488,No,1
CUST00300,Corporate,17,Share Company,Micro Enterprise,45256,10,Owned Business Premises,23600,Working Capital,8.15,0.07,11,549,Yes,0
CUST00301,Individual,28,male,Doctorate,48916,3,RENT,21000,PERSONAL,9.88,0.02,9,488,Yes,0
CUST00302,Individual,37,female,Bachelor,32594,16,RENT,60000,MEDICAL,19.03,0.31,12,488,No,1
CUST00303,Corporate,18,PLC,Small Enterprise,27933,14,Mortgaged Commercial Property,58855,Debt Restructuring,10.51,0.06,18,516,Yes,0
CUST00304,Corporate,18,PLC,Medium Enterprise,85146,13,Leased Business Premises,117000,Working Capital,9.57,0.08,12,458,Yes,0
CUST00305,Corporate,20,Private Limited Company,Large Corporate,22514,18,Owned Business Premises,24000,Debt Restructuring,12.54,0.08,18,500,Yes,1
CUST00306,Corporate,11,Private Limited Company,Micro Enterprise,86195,9,Leased Business Premises,22636,Debt Restructuring,13.64,0.06,7,387,Yes,1
CUST00307,Individual,22,male,Master,58772,1,RENT,23000,PERSONAL,14.79,0.05,2,489,Yes,0
CUST00308,Corporate,16,Partnership,Micro Enterprise,42678,10,Pledged Business Asset,56400,Staff Training & Capacity Building,8.97,0.07,10,499,Yes,0
CUST00309,Corporate,11,Private Limited Company,Medium Enterprise,74247,9,Mortgaged Commercial Property,23600,Working Capital,11.23,0.05,9,479,Yes,0
CUST00310,Individual,23,female,High School,54998,0,RENT,56575,MEDICAL,8,0.12,4,489,Yes,0
CUST00311,Individual,25,female,Master,90940,0,RENT,56400,PERSONAL,15.99,0.07,2,489,Yes,0
CUST00312,Individual,22,male,High School,48733,0,RENT,57000,MEDICAL,7.9,0.14,2,489,Yes,0
CUST00313,Individual,21,female,High School,34627,0,RENT,59700,HOMEIMPROVEMENT,11.34,0.28,2,489,No,1
CUST00314,Corporate,20,Share Company,Small Enterprise,63575,17,Leased Business Premises,60000,Staff Training & Capacity Building,11.73,0.23,16,436,Yes,0
CUST00315,Corporate,18,PLC,Micro Enterprise,91111,15,Pledged Business Asset,60000,Debt Restructuring,11.75,0.14,17,549,Yes,0
CUST00316,Individual,25,male,Master,96889,2,MORTGAGE,56000,HOMEIMPROVEMENT,7.9,0.06,3,489,Yes,0
CUST00317,Individual,25,female,Bachelor,181131,3,MORTGAGE,60000,DEBTCONSOLIDATION,5.42,0.06,4,489,Yes,0
CUST00318,Corporate,9,Sole Proprietor Business,Large Corporate,42797,5,Leased Business Premises,21850,Healthcare Business Financing,9.28,0.03,3,465,Yes,0
CUST00319,Individual,30,male,Associate,82692,7,RENT,23000,VENTURE,5.42,0.04,9,489,Yes,0
CUST00320,Corporate,16,PLC,Small Enterprise,52600,12,Leased Business Premises,60000,Staff Training & Capacity Building,10.47,0.18,14,521,Yes,0
CUST00321,Individual,22,male,High School,69780,0,RENT,112000,EDUCATION,7.63,0.17,4,489,Yes,0
CUST00322,Individual,24,female,Associate,66993,1,RENT,175000,EDUCATION,11.4,0.37,4,489,No,1
CUST00323,Corporate,24,Private Limited Company,Medium Enterprise,35829,19,Leased Business Premises,112000,Healthcare Business Financing,11.96,0.1,23,507,Yes,1
CUST00324,Individual,22,female,Master,44075,1,MORTGAGE,112000,PERSONAL,7.51,0.27,4,490,Yes,0
CUST00325,Corporate,16,PLC,Medium Enterprise,96842,10,Mortgaged Commercial Property,57000,Debt Restructuring,8.71,0.13,10,586,No,0
CUST00326,Corporate,10,Private Limited Company,Medium Enterprise,79222,6,Mortgaged Commercial Property,24200,Debt Restructuring,12.81,0.17,4,515,Yes,0
CUST00327,Individual,25,female,Associate,101737,3,MORTGAGE,56500,MEDICAL,10.99,0.06,3,490,Yes,0
CUST00328,Corporate,18,Private Limited Company,Medium Enterprise,108205,13,Leased Business Premises,57500,Healthcare Business Financing,11.12,0.14,17,519,Yes,1
CUST00329,Individual,30,male,High School,35275,5,MORTGAGE,24000,EDUCATION,7.74,0.11,7,490,Yes,0
CUST00330,Corporate,22,Share Company,Medium Enterprise,53311,17,Pledged Business Asset,111250,Staff Training & Capacity Building,11.61,0.1,16,438,Yes,0
CUST00331,Individual,50,female,Associate,79178,27,RENT,23000,VENTURE,10.99,0.04,14,490,Yes,0
CUST00332,Individual,38,male,High School,29770,15,RENT,57200,MEDICAL,10.65,0.24,14,490,Yes,0
CUST00333,Individual,43,female,High School,60828,15,RENT,59500,HOMEIMPROVEMENT,9.88,0.16,15,490,Yes,0
CUST00334,Individual,27,female,High School,191938,3,MORTGAGE,115000,PERSONAL,11.61,0.08,7,490,Yes,0
CUST00335,Individual,25,female,Bachelor,65746,1,RENT,116000,HOMEIMPROVEMENT,15.71,0.24,5,490,No,1
CUST00336,Corporate,17,PLC,Medium Enterprise,19859,14,Pledged Business Asset,22000,Working Capital,9.01,0.07,12,579,No,0
CUST00337,Individual,24,female,Associate,57156,4,RENT,113000,VENTURE,11.01,0.23,2,491,Yes,0
CUST00338,Corporate,10,Partnership,Small Enterprise,43451,3,Owned Business Premises,56500,Staff Training & Capacity Building,9.15,0.17,6,543,Yes,0
CUST00339,Individual,22,male,High School,37181,0,RENT,24000,PERSONAL,11.01,0.11,4,491,Yes,0
CUST00340,Individual,23,male,Bachelor,49271,0,OWN,115000,VENTURE,12.42,0.3,4,491,Yes,0
CUST00341,Individual,24,female,High School,47611,3,RENT,58000,HOMEIMPROVEMENT,11.01,0.17,2,491,No,1
CUST00342,Corporate,21,Share Company,Medium Enterprise,51171,20,Mortgaged Commercial Property,111000,Healthcare Business Financing,12.34,0.09,24,495,Yes,0
CUST00343,Individual,27,male,Bachelor,51977,3,MORTGAGE,58000,DEBTCONSOLIDATION,13.06,0.15,5,491,Yes,0
CUST00344,Individual,35,female,High School,90882,15,MORTGAGE,25000,PERSONAL,8.7,0.06,9,491,Yes,0
CUST00345,Individual,30,male,Associate,47953,3,RENT,22300,MEDICAL,8.59,0.05,6,491,Yes,0
CUST00346,Corporate,6,Private Limited Company,Large Corporate,52688,5,Owned Business Premises,56000,Business Expansion,10.08,0.07,5,553,Yes,0
CUST00347,Individual,31,female,Associate,135681,8,MORTGAGE,23171,EDUCATION,6.95,0.02,8,491,Yes,0
CUST00348,Corporate,14,Private Limited Company,Medium Enterprise,483174,11,Leased Business Premises,112846,Premises Improvement,11.02,0.08,15,483,Yes,0
CUST00349,Corporate,21,Share Company,Small Enterprise,79079,19,Owned Business Premises,57000,Debt Restructuring,11.14,0.08,20,454,Yes,0
CUST00350,Individual,26,male,Associate,37235,5,RENT,21000,EDUCATION,9.53,0.03,3,491,Yes,0
CUST00351,Corporate,6,Private Limited Company,Large Corporate,46239,4,Leased Business Premises,60000,Business Expansion,10.62,0.15,5,536,Yes,0
CUST00352,Corporate,17,Private Limited Company,Small Enterprise,49122,13,Mortgaged Commercial Property,57200,Staff Training & Capacity Building,11.37,0.05,14,510,Yes,0
CUST00353,Individual,30,female,Associate,223547,6,MORTGAGE,56801,MEDICAL,15.97,0.03,6,491,No,1
CUST00354,Corporate,24,PLC,Small Enterprise,73115,18,Owned Business Premises,57000,Healthcare Business Financing,9.91,0.05,19,552,Yes,0
CUST00355,Individual,21,female,Associate,64290,1,OWN,23000,MEDICAL,7.51,0.05,4,492,Yes,0
CUST00356,Individual,22,male,High School,82757,0,MORTGAGE,113000,MEDICAL,7.88,0.16,2,492,Yes,0
CUST00357,Individual,22,female,Bachelor,42997,0,RENT,60000,VENTURE,11.01,0.23,2,492,Yes,0
CUST00358,Corporate,7,Share Company,Large Corporate,91485,3,Owned Business Premises,56500,Staff Training & Capacity Building,10.16,0.07,3,562,No,0
CUST00359,Corporate,14,Private Limited Company,Small Enterprise,115313,11,Leased Business Premises,235000,Staff Training & Capacity Building,9.96,0.04,13,512,Yes,0
CUST00360,Individual,23,male,Bachelor,72776,2,MORTGAGE,60000,EDUCATION,11.26,0.14,3,492,Yes,0
CUST00361,Individual,25,female,High School,65965,3,RENT,119000,DEBTCONSOLIDATION,11.01,0.29,2,492,No,1
CUST00362,Individual,30,female,Master,101675,6,MORTGAGE,56000,DEBTCONSOLIDATION,11.01,0.06,6,492,Yes,0
CUST00363,Individual,35,male,Bachelor,144724,12,RENT,112000,HOMEIMPROVEMENT,10.99,0.08,7,492,Yes,0
CUST00364,Individual,26,female,High School,194059,4,MORTGAGE,179814,PERSONAL,8.02,0.15,4,492,Yes,0
CUST00365,Individual,26,female,Bachelor,70599,2,RENT,56927,VENTURE,8.53,0.1,6,492,Yes,0
CUST00366,Individual,22,female,High School,43963,1,RENT,24000,MEDICAL,7.25,0.09,4,492,Yes,0
CUST00367,Individual,26,male,Bachelor,45379,1,RENT,23585,EDUCATION,11.89,0.08,4,492,Yes,0
CUST00368,Individual,23,female,High School,49463,0,MORTGAGE,57500,PERSONAL,6.8,0.15,3,492,Yes,0
CUST00369,Individual,24,female,Bachelor,30920,4,RENT,22500,DEBTCONSOLIDATION,7.42,0.08,3,492,Yes,0
CUST00370,Individual,30,female,Bachelor,65578,7,RENT,170000,PERSONAL,15.43,0.3,9,492,No,1
CUST00371,Individual,28,female,Bachelor,59767,7,RENT,115000,MEDICAL,13.67,0.25,5,492,No,1
CUST00372,Corporate,15,Private Limited Company,Small Enterprise,39524,14,Owned Business Premises,24000,Healthcare Business Financing,11.15,0.11,14,460,Yes,0
CUST00373,Individual,22,male,Associate,54848,0,MORTGAGE,23300,EDUCATION,10.99,0.06,3,493,Yes,0
CUST00374,Individual,25,male,Associate,85860,6,MORTGAGE,22400,DEBTCONSOLIDATION,17.04,0.03,3,493,No,1
CUST00375,Individual,21,male,High School,110283,0,MORTGAGE,170000,VENTURE,10.62,0.18,2,493,Yes,0
CUST00376,Individual,24,male,Bachelor,120880,1,OWN,174000,HOMEIMPROVEMENT,10.99,0.2,4,493,Yes,0
CUST00377,Individual,26,male,Associate,132876,3,MORTGAGE,24500,VENTURE,14.84,0.03,4,493,Yes,0
CUST00378,Individual,22,female,Associate,29924,0,OWN,24750,MEDICAL,11.01,0.16,4,493,Yes,0
CUST00379,Individual,24,female,Bachelor,52728,1,MORTGAGE,174000,EDUCATION,10.62,0.46,2,493,Yes,0
CUST00380,Individual,23,male,Master,94832,0,RENT,117000,VENTURE,10.99,0.18,2,493,Yes,0
CUST00381,Individual,29,female,High School,71456,10,MORTGAGE,58000,VENTURE,16.77,0.11,8,493,No,1
CUST00382,Individual,25,male,Associate,75186,2,MORTGAGE,170000,MEDICAL,11.01,0.27,5,493,Yes,0
CUST00383,Corporate,22,Share Company,Micro Enterprise,59155,18,Mortgaged Commercial Property,56000,Healthcare Business Financing,11.94,0.09,16,494,Yes,0
CUST00384,Individual,26,female,High School,54365,3,MORTGAGE,56364,EDUCATION,13.27,0.12,8,493,Yes,0
CUST00385,Individual,42,female,High School,50027,20,MORTGAGE,60000,MEDICAL,12.06,0.2,15,493,Yes,0
CUST00386,Corporate,19,Share Company,Medium Enterprise,54612,18,Mortgaged Commercial Property,56000,Staff Training & Capacity Building,9.07,0.07,17,523,Yes,0
CUST00387,Individual,21,male,Bachelor,35759,0,RENT,23175,EDUCATION,6.03,0.09,4,494,Yes,0
CUST00388,Individual,22,female,High School,31521,0,RENT,24000,EDUCATION,5.42,0.13,4,494,Yes,0
CUST00389,Corporate,20,Private Limited Company,Small Enterprise,39181,18,Mortgaged Commercial Property,24000,Business Expansion,10.79,0.2,18,509,Yes,0
CUST00390,Individual,24,male,High School,60836,2,RENT,24000,HOMEIMPROVEMENT,5.42,0.07,2,494,Yes,0
CUST00391,Individual,23,male,Associate,72989,0,RENT,56000,EDUCATION,8.94,0.08,3,494,Yes,0
CUST00392,Corporate,23,PLC,Small Enterprise,44152,17,Owned Business Premises,60000,Staff Training & Capacity Building,10.7,0.1,16,497,Yes,0
CUST00393,Individual,25,female,Bachelor,85132,4,MORTGAGE,116000,HOMEIMPROVEMENT,12.18,0.19,4,494,Yes,0
CUST00394,Individual,24,female,High School,51505,2,RENT,110200,EDUCATION,7.49,0.2,4,494,Yes,0
CUST00395,Individual,25,female,High School,74354,0,RENT,56000,MEDICAL,11.01,0.08,3,494,Yes,0
CUST00396,Individual,34,female,Bachelor,47759,10,RENT,172400,HOMEIMPROVEMENT,11.01,0.47,9,494,No,1
CUST00397,Individual,31,male,High School,37013,13,MORTGAGE,22000,PERSONAL,7.9,0.05,10,494,Yes,0
CUST00398,Individual,29,female,Associate,82298,6,RENT,22500,EDUCATION,12.99,0.03,9,494,Yes,0
CUST00399,Individual,27,female,Bachelor,68135,5,MORTGAGE,25000,HOMEIMPROVEMENT,7.74,0.07,7,494,Yes,0
CUST00400,Individual,27,female,High School,122302,2,MORTGAGE,170000,PERSONAL,11.01,0.16,8,494,Yes,0
CUST00401,Individual,25,female,Master,72960,0,RENT,57200,EDUCATION,9.77,0.1,2,494,Yes,0
